time,open,high,low,close,volume
1787666400000,78648,79050,78531.55,78995.3,323.27707
1787667300000,78995.31,79305.2,78909.15,79211.88,354.16214
1787668200000,79211.89,79386.94,79033.01,79167.53,286.64763
1787669100000,79167.52,79376,79158.36,79235.99,251.97844
1787670000000,79236,79360,79060.28,79107.28,197.55356
1787670900000,79108,79280,79020.04,79235.8,168.77698
1787671800000,79235.79,79475,79184,79400.54,265.29766
1787672700000,79400.53,79527.09,79263.09,79502.01,162.45442
1787673600000,79502.01,79563.71,79158.22,79168.98,253.59193
1787674500000,79168.99,79270,79067.72,79150,130.16079
1787675400000,79149.99,79357.99,79145.05,79228,135.27748
1787676300000,79228.01,79372.08,79092.1,79156.02,157.1485
1787677200000,79156.02,79156.02,78862,78966,223.00712
1787678100000,78966,79020,78752.06,78798,159.12643
1787679000000,78798,79184.15,78797.99,79139.91,230.38086
1787679900000,79139.92,79256.08,79139.92,79240.01,134.76762
1787680800000,79240.02,79380,79217.51,79317.55,140.35163
1787681700000,79317.56,79332.59,79237.18,79276.01,114.3689
1787682600000,79276,79276.01,79108,79172.02,91.33411
1787683500000,79172.02,79236.95,79048.44,79128,123.44618
1787684400000,79128.01,79190,79018,79161.49,171.99772
1787685300000,79161.49,79233.57,78909.28,78933.89,152.62226
1787686200000,78933.88,78946.42,78728.35,78746.72,192.11672
1787687100000,78746.72,78944.79,78737.56,78925.95,186.13203
1787688000000,78925.96,78976,78668.15,78881.98,158.56584
1787688900000,78881.99,78962,78768,78772.03,73.52896
1787689800000,78772.03,78788,78366,78465.99,201.49534
1787690700000,78466,78545.99,78165.27,78206.13,343.96082
1787691600000,78206.14,78298,77851,78285.99,453.49095
1787692500000,78286,78480,78208,78466.47,164.40781
1787693400000,78466.47,78654,78380.86,78584,112.88671
1787694300000,78583.99,78664,78542,78570,110.10336
1787695200000,78569.99,78944,78569.99,78932.43,193.89408
1787696100000,78932.43,79000,78606,78643.48,147.58633
1787697000000,78643.48,78866,78596,78780.01,105.12482
1787697900000,78780,78979.57,78777.17,78889.51,130.7331
1787698800000,78889.51,78977.49,78807.97,78952.92,201.3236
1787699700000,78952.91,78966.4,78630.29,78734.93,163.9243
1787700600000,78734.93,78796,78516.45,78591.66,82.04687
1787701500000,78591.66,78620.61,78396.88,78539.14,243.09871
1787702400000,78539.13,78625.99,78312,78356,227.6182
1787703300000,78356,78605.99,78338,78591.98,117.93252
1787704200000,78591.99,78668,78367.29,78390.63,140.1713
1787705100000,78390.62,78721.48,78369.36,78631.79,194.92836
1787706000000,78631.7,78902,78607.29,78746,199.34322
1787706900000,78745.99,78879.88,78693.29,78711.95,201.45964
1787707800000,78711.96,78960,78711.96,78872.34,116.95995
1787708700000,78872.35,78872.35,78764.2,78815.13,54.63493
1787709600000,78815.13,78879.08,78748.56,78782,72.69411
1787710500000,78782.01,79251.6,78762.08,79230.54,211.12038
1787711400000,79230.54,79243.86,79124,79148.2,131.91518
1787712300000,79148.2,79194.51,79044.01,79108,89.79838
1787713200000,79108.01,79184,79046,79046.01,94.31356
1787714100000,79046,79135.22,78993.72,79043.51,142.09959
1787715000000,79043.52,79120,78900,79060.66,119.07424
1787715900000,79060.66,79112.21,78950.91,79088.62,98.01892
1787716800000,79088.61,79200,78968.95,79039.5,184.91601
1787717700000,79039.51,79140,78980,79009.99,133.68197
1787718600000,79010,79050.08,78892.11,78965.1,74.12751
1787719500000,78965.1,78965.11,78790.68,78826,90.20878
1787720400000,78826,78952.46,78638,78902,133.96549
1787721300000,78902,79073.33,78752,79026.22,175.01513
1787722200000,79026.23,79143.62,78984.82,79120.1,107.59573
1787723100000,79120.09,79120.1,78956.83,79085.98,98.66054
1787724000000,79085.98,79206,78970,79008,132.08648
1787724900000,79008,79056,78817.42,78898.18,137.65398
1787725800000,78898.18,78962,78816,78935.64,97.54853
1787726700000,78935.64,78969.06,78866.37,78947.92,92.06871
1787727600000,78947.92,79096,78867,78987.75,124.53674
1787728500000,78987.75,79047.99,78900.92,78950,92.0694
1787729400000,78950,79050.5,78888.88,78997.46,151.39563
1787730300000,78997.46,79062,78920,78925.56,148.23941
1787731200000,78925.57,79119.37,78828,79044.01,140.80077
1787732100000,79044.01,79116.3,78914.16,78989.68,82.24641
1787733000000,78989.69,79022.44,78896.02,78998.98,349.81258
1787733900000,78998.97,79011.09,78600,78707.59,422.56717
1787734800000,78707.59,78877.02,78668.48,78775.3,112.59319
1787735700000,78775.31,78775.31,78387.12,78525.05,185.57217
1787736600000,78525.05,78592,78325,78327.12,115.70488
1787737500000,78327.11,78492,78244.83,78444.49,139.49797
1787738400000,78444.5,78474,78291.09,78430.46,87.94379
1787739300000,78430.46,78636,78424.4,78624.13,83.50303
1787740200000,78624.13,78808.15,78570.77,78722,106.18853
1787741100000,78722.01,78879.75,78700,78727.45,89.64846
1787742000000,78727.46,78782,78662.44,78709.31,57.66919
1787742900000,78709.31,78736.57,78617.75,78629.78,54.39677
1787743800000,78629.78,78629.78,78317,78482.41,203.13993
1787744700000,78482.4,78574,78380,78487.26,98.23504
1787745600000,78487.26,78562,78359.12,78400.01,120.19665
1787746500000,78400.01,78713.79,78288,78713.71,135.88262
1787747400000,78713.7,78713.7,77918.25,78265.99,593.60333
1787748300000,78265.99,78448,78206,78319.59,173.26665
1787749200000,78319.58,78444,77983.74,78120.67,279.79044
1787750100000,78120.68,78172.79,77913.19,78052.01,159.62405
1787751000000,78052.01,78495.03,78052,78492,275.51752
1787751900000,78491.99,78554,78116,78448.66,228.29086
1787752800000,78448.66,78603.41,78297.71,78456,196.63229
1787753700000,78455.99,78572,78202.86,78247.99,172.18107
1787754600000,78247.98,78278.02,77935,77979.87,228.73255
1787755500000,77979.86,78041.41,77774,77790.48,453.60104
1787756400000,77790.48,77957.98,77632.58,77836.99,281.12053
1787757300000,77836.99,78161.4,77732,78159.64,162.87616
1787758200000,78159.65,78167.26,77918,78035.7,140.17261
1787759100000,78035.7,78145.79,77974.86,78011.65,128.07189
1787760000000,78011.64,78159.99,77976.5,78077.51,88.92854
1787760900000,78077.51,78130.55,77984,78060.62,153.12294
1787761800000,78060.62,78145.2,77858,77873.99,151.84199
1787762700000,77874,78161.73,77874,77991.3,206.65439
1787763600000,77991.29,78128.91,77991.29,78128.91,73.84068
1787764500000,78128.9,78512.05,78128.9,78512.05,249.02495
1787765400000,78512.05,78603,78493.54,78514.76,157.62392
1787766300000,78514.77,78514.81,78368,78442.83,104.63369
1787767200000,78442.84,78650.26,78402.8,78562.52,107.1162
1787768100000,78562.52,78601.3,78442.16,78468,95.25291
1787769000000,78468,78490,78280.01,78296.62,76.61065
1787769900000,78296.62,78502.91,78293.82,78472.41,58.26513
1787770800000,78472.41,78514,78381.27,78381.98,100.01668
1787771700000,78381.98,78572,78292,78531.97,150.55103
1787772600000,78531.97,78551.65,78384.01,78436.56,101.90467
1787773500000,78436.57,78546,78436.56,78475.49,114.37896
1787774400000,78475.49,78521.7,78400,78420,67.00207
1787775300000,78420,78459.78,78200,78396.6,102.9255
1787776200000,78396.59,78433.86,78293.85,78404.9,81.74951
1787777100000,78404.9,78466.16,78388,78452.04,70.54718
1787778000000,78452.04,78800,78392.19,78794.28,156.82465
1787778900000,78794.28,78845.06,78707.99,78750,116.01176
1787779800000,78750.01,78840.01,78652.15,78714.99,107.12849
1787780700000,78714.99,78802.38,78669.61,78724.01,48.51949
1787781600000,78724,78871.15,78680,78782.98,332.22449
1787782500000,78782.97,78975.85,78763.47,78821.05,143.45808
1787783400000,78821.04,78821.04,78590,78687.67,109.69951
1787784300000,78687.66,78738,78554,78700,345.88005
1787785200000,78700,78752,78654,78708.74,65.38123
1787786100000,78708.73,78903.38,78670.7,78865.34,102.63883
1787787000000,78865.35,79058,78863.65,79049.99,214.22617
1787787900000,79050,79174.12,78999.83,79023.75,314.84187
1787788800000,79023.75,79028.49,78818,78837.5,101.34154
1787789700000,78837.5,78940,78819.88,78902,59.09525
1787790600000,78902,78907.77,78791.99,78897.99,258.33307
1787791500000,78897.99,78897.99,78690.01,78690.01,109.05739
1787792400000,78690.02,78778,78633.3,78667.63,119.01545
1787793300000,78667.63,78961.48,78546.13,78936.04,213.62255
1787794200000,78936.04,78979.76,78717.97,78717.98,86.5153
1787795100000,78717.97,79017.99,78708.01,78898.67,101.56415
1787796000000,78898.68,78978,78852,78884.26,67.70235
1787796900000,78884.27,78884.27,78727.42,78757.21,51.00218
1787797800000,78757.22,78800,78712,78736.64,39.65932
1787798700000,78736.64,78791.99,78704.62,78717.76,270.65796
1787799600000,78717.76,78778,78670,78677.34,130.96583
1787800500000,78677.34,78990,78643.23,78896.01,88.50233
1787801400000,78896,78926,78834.51,78876.5,79.02797
1787802300000,78876.51,78919.97,78775.44,78830.68,58.79466
1787803200000,78830.68,78888.69,78800,78862.47,39.57399
1787804100000,78862.46,78900,78785.05,78785.06,43.06633
1787805000000,78785.06,78814,78684.18,78813.99,51.91525
1787805900000,78814,78820,78708.95,78783.99,47.05835
1787806800000,78783.99,78784,78650,78650.01,56.4523
1787807700000,78650.01,78804,78629.75,78662.52,64.54783
1787808600000,78662.52,78800,78600,78715.87,89.74831
1787809500000,78715.88,78928,78707.95,78912.55,86.5801
1787810400000,78912.54,78912.55,78651.73,78677.77,88.66748
1787811300000,78677.77,78796,78604.78,78651.85,163.51639
1787812200000,78651.85,78794,78651.84,78750,95.68951
1787813100000,78749.99,78842.38,78749.99,78817.49,51.27665
1787814000000,78817.5,78861.46,78768.87,78832.42,34.37709
1787814900000,78832.41,78841.33,78754,78795.45,65.52024
1787815800000,78795.45,78877.93,78795.44,78838,93.58335
1787816700000,78838,79095.99,78838,79082.17,152.46048
1787817600000,79082.18,79875,79048,79635.93,804.26616
1787818500000,79635.94,79749.99,79442.55,79749.99,286.91577
1787819400000,79749.99,79995.85,79718,79917.32,280.68426
1787820300000,79917.32,80022,79700,79755.99,333.75598
1787821200000,79756,79884.54,79683.09,79877.28,178.95995
1787822100000,79877.27,80497.76,79787.58,80493.86,472.7806
1787823000000,80493.87,80520,80199.53,80253.57,215.94019
1787823900000,80253.57,80277,79919.6,79986,264.1991
1787824800000,79986,80158.15,79806.17,79932.76,167.98483
1787825700000,79932.76,80020,79342,79664.56,247.54901
1787826600000,79664.56,79676,79368.5,79609.1,158.28847
1787827500000,79609.11,79626,79496,79626,110.84944
1787828400000,79625.99,79754,79553.23,79754,105.76368
1787829300000,79753.99,79766.3,79496,79523.99,105.17836
1787830200000,79524,79562.38,79390,79438.51,192.92789
1787831100000,79438.5,79500,79172.65,79477.67,217.24453
1787832000000,79477.66,79555.98,79378,79498.01,175.07201
1787832900000,79498.01,79596,79394,79551,84.48899
1787833800000,79551,79551,79268.77,79273.63,140.42746
1787834700000,79273.62,79355.92,79266,79282.31,105.97672
1787835600000,79282.31,79377.99,79269.52,79362.46,151.22443
1787836500000,79362.5,79486,79300.14,79352.62,188.61732
1787837400000,79352.63,79364,79090.27,79236.23,395.42962
1787838300000,79236.24,79568,78920,79533.15,408.05051
1787839200000,79533.16,79799.99,79354.47,79457.22,364.40059
1787840100000,79457.23,79911.45,79395.29,79911.45,283.21208
1787841000000,79911.45,80388,79804,80365.08,460.86581
1787841900000,80365.09,80365.09,80004.47,80204.05,355.71332
1787842800000,80204.06,80799.91,80094,80677.08,534.18882
1787843700000,80677.09,80729.99,80397.23,80600,364.98004
1787844600000,80600,80608,80342.1,80491.78,306.54607
1787845500000,80491.78,80508.09,80299.14,80302.32,209.63471
1787846400000,80302.32,80536,80189.39,80408,269.17024
1787847300000,80408,80533.99,80392,80412,236.29069
1787848200000,80412,80624,80268,80572,254.58644
1787849100000,80572.01,80603.36,80350,80374,197.93321
1787850000000,80374,80662,80230,80623.72,227.3681
1787850900000,80623.71,80848.74,80593.58,80713.59,310.03487
1787851800000,80713.59,80806.76,80462,80484,335.66602
1787852700000,80484,80566.39,80432,80442.46,100.69176
1787853600000,80442.47,80442.47,79982.38,80076.76,222.03517
1787854500000,80076.76,80194,79749.7,79912,234.9064
1787855400000,79911.99,80014.81,79826.9,79964.07,112.45163
1787856300000,79964.06,80159.11,79910,80150.69,93.43224
1787857200000,80150.69,80294.11,80115.45,80163.26,95.67814
1787858100000,80163.26,80232,80042.41,80177.03,103.86491
1787859000000,80177.04,80226,79980,80007.6,149.80518
1787859900000,80007.61,80051.4,79886,79910.19,165.26029
1787860800000,79910.19,80051.68,79882.86,79957.2,99.89692
1787861700000,79957.21,80120,79952.01,79988.02,75.3055
1787862600000,79988.03,80051.75,79978,80020.02,34.06216
1787863500000,80020.01,80096,79966.05,80096,73.60795
